,type,id,tags,intraHash,label,user,description,date,changeDate,count,url,interHash,pub-type,booktitle,publisher,address,year,author,authors,editor,editors,pages,note,abstract,isbn,language,bibtexKey,journal,issn,doi,price,series,volume,file,number,ee,eventtitle,refid,groups,intrahash,timestamp,username,search_string,pmid,poster,shorttitle,urldate,references,ean,asin,dewey,venue,priority,citeulike-article-id,issue,keyword,affiliation,owner,lccn,bdsk-url-1,bdsk-url-2,date-modified,topic,paperid,eventdate,urllink,dataset,source,document_type,copyright,video,numpages,articleno,location,eprint,posted-at,organisation,size,notes,acmid,date-added,archiveprefix,primaryclass,article-number,mendeley-tags,subtitle,pagetotal,ppn_gvk,citeulike-linkout-1,citeulike-linkout-0,session,urn,issue_date,dnbtitleid,keywords,pst,jt,edat,mhda,mh,jid,crdt,dcom,da,so,bdsk-file-1,stat,au,sb,pt,pl,own,gr,project,citeulike-linkout-2,citeulike-linkout-3,opac,status,oai-id,oai-set,unit,details,documenturl,review,journaltitle,area,projects,pdf
653,Publication,https://www.bibsonomy.org/bibtex/219c80d7eca033ab3f98250d49fd05da0/sdt,"['Augmented_Reality', 'Bildschirmgestaltung', 'Teleservice', 'Arbeitssystemgestaltung', 'Interaktion', 'Virtuelle_Realität', 'ARVIKA', 'mmspub', 'Visualisierung']",19c80d7eca033ab3f98250d49fd05da0,Empirical Studies on an Augmented Reality User Interface for a Head Based Virtual Retinal Display,sdt,,2023-12-11 16:15:58,2023-12-11 16:15:58,1,,171825f4ce7e56bc511585369a023be0,inproceedings,"Systems, Social and Internationalization Design Aspects of Human-Computer Interaction: Proceedings of the HCI International 2001 (New Orleans 2001)",Erlbaum,Mahwah,2001,"['O. Oehme', 'S. Wiedenmaier', 'L. Schmidt', 'H. Luczak']","[{'first': 'O.', 'last': 'Oehme'}, {'first': 'S.', 'last': 'Wiedenmaier'}, {'first': 'L.', 'last': 'Schmidt'}, {'first': 'H.', 'last': 'Luczak'}]","['M. J. Smith', 'G. Salvendy']","[{'first': 'M. J.', 'last': 'Smith'}, {'first': 'G.', 'last': 'Salvendy'}]",1026–1030,,"Numerous experimental studies on the design of user interfaces of common desktop monitors exist, whereas empirical studies concerning the design of an Augmented Reality user interface are unknown. Therefore, recommendations relating to the optimal representation size of virtual information for an head mounted display with see through mode, which is used for Augmented Reality, cannot be given at the moment. In order to apply this new technology successfully to an industrial area, such information is urgently necessary. For this reason, three different kinds of displays were tested in this study regarding human information perception. Thus, the smallest target size necessary to provide successful information processing could be determined for different tasks. This study gives exemplary results obtained through tests with the prototype of a ""Virtual Retinal Display"".",,,Oehme.2001,,,,,,,,,,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Publication,https://www.bibsonomy.org/bibtex/2570759f7e9456f7dd599074612dfaa06/lugrinj,"['qualitative_physics', 'myown', 'intelligent_virtual_environments', 'virtual_reality_for_art_and_entertainment', 'modelling_and_simulation']",570759f7e9456f7dd599074612dfaa06,Alternative Reality: a New Platform for Virtual Reality Art,lugrinj,,2013-02-27 15:46:28,2013-02-27 15:46:28,3,http://doi.acm.org/10.1145/1008653.1008672,b6ac91943715f256e7b06cbd15a94a0d,inproceedings,Proceedings of the ACM symposium on Virtual reality software and technology,ACM,"New York, NY, USA",2003,"['Marc Cavazza', 'Simon Hartley', 'Jean-Luc Lugrin', 'Mikael Le Bras']","[{'first': 'Marc', 'last': 'Cavazza'}, {'first': 'Simon', 'last': 'Hartley'}, {'first': 'Jean-Luc', 'last': 'Lugrin'}, {'first': 'Mikael', 'last': 'Le Bras'}]",,,100--107,,,1-58113-569-6,,lugrin2003newplatform,,,10.1145/1008653.1008672,,VRST '03,,,,,,,,,,,vr,,,,,,,,,,,,,,,,,http://doi.acm.org/10.1145/1008653.1008672,http://dx.doi.org/10.1145/1008653.1008672,2013-02-18 10:14:49 +0000,,,,,,,,,,8,,"Osaka, Japan",,,,,,1008672,2013-02-18 10:14:02 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Publication,https://www.bibsonomy.org/bibtex/2570759f7e9456f7dd599074612dfaa06/hci-uwb,['teeside'],570759f7e9456f7dd599074612dfaa06,Alternative Reality: a New Platform for Virtual Reality Art,hci-uwb,,2013-11-22 10:00:00,2019-05-13 20:59:32,3,http://doi.acm.org/10.1145/1008653.1008672,b6ac91943715f256e7b06cbd15a94a0d,inproceedings,Proceedings of the ACM symposium on Virtual reality software and technology,ACM,"New York, NY, USA",2003,"['Marc Cavazza', 'Simon Hartley', 'Jean-Luc Lugrin', 'Mikael Le Bras']","[{'first': 'Marc', 'last': 'Cavazza'}, {'first': 'Simon', 'last': 'Hartley'}, {'first': 'Jean-Luc', 'last': 'Lugrin'}, {'first': 'Mikael', 'last': 'Le Bras'}]",,,100--107,,,1-58113-569-6,,lugrin2003newplatform,,,10.1145/1008653.1008672,,VRST \u002703,,,,,,,,,,,vr,,,,,,,,,,,,,,,,,http://doi.acm.org/10.1145/1008653.1008672,http://dx.doi.org/10.1145/1008653.1008672,,,,,,,,,,,8,,"Osaka, Japan",,,,,,1008672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Publication,https://www.bibsonomy.org/bibtex/2d3a3f9715d4730f97141394d233fe880/hci-uwb,"['vtimes', 'myown', 'interactive-opera']",d3a3f9715d4730f97141394d233fe880,"Brain Activity in Virtual Reality: Assessing Signal Quality of
High-Resolution EEG While Using Head-Mounted Displays",hci-uwb,,2019-02-25 09:11:30,2020-10-02 15:13:14,2,https://downloads.hci.informatik.uni-wuerzburg.de/2019-ieeevr-brain-activity-vr-preprint.pdf,5fd34bdb88c8dffb4f373f185d6af789,inproceedings,Proceedings of the 26th IEEE Conference on Virtual Reality and 3D User Interfaces (VR),IEEE,,2019,"['Stephan Hertweck', 'Desirée Weber', 'Hisham Alwanni', 'Fabian Unruh', 'Martin Fischbach', 'Marc Erich Latoschik', 'Tonio Ball']","[{'first': 'Stephan', 'last': 'Hertweck'}, {'first': 'Desirée', 'last': 'Weber'}, {'first': 'Hisham', 'last': 'Alwanni'}, {'first': 'Fabian', 'last': 'Unruh'}, {'first': 'Martin', 'last': 'Fischbach'}, {'first': 'Marc Erich', 'last': 'Latoschik'}, {'first': 'Tonio', 'last': 'Ball'}]",,,970-971,,"Biometric measures such as the electroencephalogram (EEG) promise to become viable alternatives to subjective questionnaire ratings for the evaluation of psychophysical effects associated with Virtual Reality (VR) systems, as they provide objective and continuous measurements without breaking the exposure. The extent to which the EEG signal can be disturbed by the presence of VR sys- tems, however, has been barely investigated. This study outlines how to evaluate the compatibility of a given EEG-VR setup on the example of two commercial head-mounted displays (HMDs), the Oculus Rift and the HTC Vive Pro. We use a novel experimental protocol to compare the spectral composition between conditions with and without an HMD present during an eyes-open vs. eyes-closed task. We found general artifacts at the line hum of 50 Hz, and additional HMD refresh rate artifacts (90 Hz) for the Oculus rift exclusively. Frequency components typically most interesting to non-invasive EEG research and applications (<50 Hz), however, remained largely unaffected. We observed similar topographies of visually-induced modulation of alpha band power for both HMD conditions in all subjects. Hence, the study introduces a necessary validation test for HMDs in combination with EEG and further promotes EEG as a potential biometric measurement method for psychophysical effects in VR systems.",,,hertweck2019brain,,,,,,,,,,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Publication,https://www.bibsonomy.org/bibtex/2d005f73e4ea023640682863995051fc8/dblp,['dblp'],d005f73e4ea023640682863995051fc8,The potentials of virtual reality in entrepreneurship education.,dblp,,2020-10-16 00:00:00,2020-10-17 11:34:21,1,http://dblp.uni-trier.de/db/books/collections/D2020.html#Orel20,752cb172846ea123026ae9af29305e71,incollection,New Perspectives on Virtual and Augmented Reality,Routledge,,2020,['Marko Orel'],"[{'first': 'Marko', 'last': 'Orel'}]",['Linda Daniela'],"[{'first': 'Linda', 'last': 'Daniela'}]",38-48,,,9781003001874,,books/tf/20/Orel20,,,,,,,,,https://doi.org/10.4324/9781003001874-3,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Publication,https://www.bibsonomy.org/bibtex/278cd5b16f461b25b7d2313fdf36daf67/n.doellinger,"['myown', 'ndoel', 'vitras']",78cd5b16f461b25b7d2313fdf36daf67,"The Impact of Avatar and Environment Congruence on Plausibility, Embodiment, Presence, and the Proteus Effect in Virtual Reality",n.doellinger,,2023-04-13 12:12:04,2023-04-13 12:12:04,4,https://downloads.hci.informatik.uni-wuerzburg.de/2023-ieeevr-avatar-and-environment-congruence-preprint.pdf,2a6c857d2e95e0cc389c220e21db1b88,article,,,,2023,"['David Mal', 'Erik Wolf', 'Nina Döllinger', 'Carolin Wienrich', 'Marc Erich Latoschik']","[{'first': 'David', 'last': 'Mal'}, {'first': 'Erik', 'last': 'Wolf'}, {'first': 'Nina', 'last': 'Döllinger'}, {'first': 'Carolin', 'last': 'Wienrich'}, {'first': 'Marc Erich', 'last': 'Latoschik'}]",,,1-11,,"Many studies show the significance of the Proteus effect for serious virtual reality applications. The present study extends the existing knowledge by considering the relationship (congruence) between the self-embodiment (avatar) and the virtual environment. We investigated the impact of avatar and environment types and their congruence on avatar plausibility, sense of embodiment, spatial presence, and the Proteus effect. In a 2 × 2 between-subjects design, participants embodied either an avatar in sports- or business wear in a semantic congruent or incongruent environment while performing lightweight exercises in virtual reality. The avatar-environment congruence significantly affected the avatar’s plausibility but not the sense of embodiment or spatial presence. However, a significant Proteus effect emerged only for participants who reported a high feeling of (virtual) body ownership, indicating that a strong sense of having and owning a virtual body is key to facilitating the Proteus effect. We discuss the results assuming current theories of bottom-up and top-down determinants of the Proteus effect and thus contribute to understanding its underlying mechanisms and determinants.",,,mal2023impact,IEEE Transactions on Visualization and Computer Graphics,,10.1109/TVCG.2023.3247089,,,,,,,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Publication,https://www.bibsonomy.org/bibtex/2b5294f24bc64b55e1a3106e440b9aa40/rebeccahein,"['myown', 'rhein', 'hci-uwb', 'c.wienrich', 'rebecca.hein', 'coteach']",b5294f24bc64b55e1a3106e440b9aa40,"Inter- and Transcultural Learning in Social Virtual Reality: A Proposal for an Inter- and Transcultural Virtual Object Database to be Used in the Implementation, Reflection, and Evaluation of Virtual Encounters",rebeccahein,,2022-06-28 13:42:29,2022-06-28 13:42:29,3,https://www.mdpi.com/2414-4088/6/7/50,3bfd3cfc6ed75b022e4d81672f38dfb0,article,,,,2022,"['Rebecca M. Hein', 'Marc Erich Latoschik', 'Carolin Wienrich']","[{'first': 'Rebecca M.', 'last': 'Hein'}, {'first': 'Marc Erich', 'last': 'Latoschik'}, {'first': 'Carolin', 'last': 'Wienrich'}]","['Lars Erik Holmquist Mark Billinghurst, Fotis Liarokapis', 'Mu-Chun Su']","[{'first': 'Lars Erik Holmquist', 'last': 'Mark Billinghurst, Fotis Liarokapis'}, {'first': 'Mu-Chun', 'last': 'Su'}]",50,,"Visual stimuli are frequently used to improve memory, language learning or perception, and understanding of metacognitive processes. However, in virtual reality (VR), there are few systematically and empirically derived databases. This paper proposes the first collection of virtual objects based on empirical evaluation for inter-and transcultural encounters between English- and German-speaking learners. We used explicit and implicit measurement methods to identify cultural associations and the degree of stereotypical perception for each virtual stimuli (n = 293) through two online studies, including native German and English-speaking participants. The analysis resulted in a final well-describable database of 128 objects (called InteractionSuitcase). In future applications, the objects can be used as a great interaction or conversation asset and behavioral measurement tool in social VR applications, especially in the field of foreign language education. For example, encounters can use the objects to describe their culture, or teachers can intuitively assess stereotyped attitudes of the encounters.",,,mti6070050,Multimodal Technologies and Interaction,2414-4088,10.3390/mti6070050,,,6,,7,,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Publication,https://www.bibsonomy.org/bibtex/2c1625f7d01f7d398962f939a99e27f26/dblp,['dblp'],c1625f7d01f7d398962f939a99e27f26,"From Reality to the ""the Real"": Using Augmented Virtual Reality for Training.",dblp,dblp,2003-02-11,2003-02-11 00:00:00,1,http://dblp.uni-trier.de/db/conf/cognitive/cognitive2001.html#dHuart01,bac2ea2c1f3de871e8e046023374eb63,inproceedings,"Virtual Reality: Cognitive Foundations, Technological Issues & Philosophical Implications",Peter Lang,,2001,"[""Daniel Mellet d'Huart""]","[{'first': 'Daniel Mellet', 'last': ""d'Huart""}]","['Alexander Riegler', 'Markus F. Peschl', 'Karl Edlinger', 'Günther Fleck', 'Walter Feigl']","[{'first': 'Alexander', 'last': 'Riegler'}, {'first': 'Markus F.', 'last': 'Peschl'}, {'first': 'Karl', 'last': 'Edlinger'}, {'first': 'Günther', 'last': 'Fleck'}, {'first': 'Walter', 'last': 'Feigl'}]",129-139,,,3-631-38345-2,,conf/cognitive/dHuart01,,,,,,,,,,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Publication,https://www.bibsonomy.org/bibtex/2978a78549dc636606e7f12018a2b98f4/mts.group,"['ewolf', 'myown', 'c.wienrich', 'vitras', 'dmal']",978a78549dc636606e7f12018a2b98f4,"The Impact of Avatar and Environment Congruence on Plausibility, Embodiment, Presence, and the Proteus Effect in Virtual Reality",mts.group,,2023-05-29 12:09:15,2023-05-29 12:09:15,4,https://downloads.hci.informatik.uni-wuerzburg.de/2023-ieeevr-avatar-and-environment-congruence-preprint.pdf,2a6c857d2e95e0cc389c220e21db1b88,article,,,,2023,"['David Mal', 'Erik Wolf', 'Nina Döllinger', 'Carolin Wienrich', 'Marc Erich Latoschik']","[{'first': 'David', 'last': 'Mal'}, {'first': 'Erik', 'last': 'Wolf'}, {'first': 'Nina', 'last': 'Döllinger'}, {'first': 'Carolin', 'last': 'Wienrich'}, {'first': 'Marc Erich', 'last': 'Latoschik'}]",,,1-11,,"Many studies show the significance of the Proteus effect for serious virtual reality applications. The present study extends the existing knowledge by considering the relationship (congruence) between the self-embodiment (avatar) and the virtual environment. We investigated the impact of avatar and environment types and their congruence on avatar plausibility, sense of embodiment, spatial presence, and the Proteus effect. In a 2 × 2 between-subjects design, participants embodied either an avatar in sports- or business wear in a semantic congruent or incongruent environment while performing lightweight exercises in virtual reality. The avatar-environment congruence significantly affected the avatar’s plausibility but not the sense of embodiment or spatial presence. However, a significant Proteus effect emerged only for participants who reported a high feeling of (virtual) body ownership, indicating that a strong sense of having and owning a virtual body is key to facilitating the Proteus effect. We discuss the results assuming current theories of bottom-up and top-down determinants of the Proteus effect and thus contribute to understanding its underlying mechanisms and determinants.",,,noauthororeditor2023impact,IEEE Transactions on Visualization and Computer Graphics (TVCG),,10.1109/TVCG.2023.3247089,,,,,,,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Publication,https://www.bibsonomy.org/bibtex/278cd5b16f461b25b7d2313fdf36daf67/hci-uwb,"['ewolf', 'myown', 'emlab', 'vitras', 'dmal']",78cd5b16f461b25b7d2313fdf36daf67,"The Impact of Avatar and Environment Congruence on Plausibility, Embodiment, Presence, and the Proteus Effect in Virtual Reality",hci-uwb,,2023-01-31 10:17:12,2023-03-09 10:58:46,4,https://downloads.hci.informatik.uni-wuerzburg.de/2023-ieeevr-avatar-and-environment-congruence-preprint.pdf,2a6c857d2e95e0cc389c220e21db1b88,article,,,,2023,"['David Mal', 'Erik Wolf', 'Nina Döllinger', 'Carolin Wienrich', 'Marc Erich Latoschik']","[{'first': 'David', 'last': 'Mal'}, {'first': 'Erik', 'last': 'Wolf'}, {'first': 'Nina', 'last': 'Döllinger'}, {'first': 'Carolin', 'last': 'Wienrich'}, {'first': 'Marc Erich', 'last': 'Latoschik'}]",,,1-11,,"Many studies show the significance of the Proteus effect for serious virtual reality applications. The present study extends the existing knowledge by considering the relationship (congruence) between the self-embodiment (avatar) and the virtual environment. We investigated the impact of avatar and environment types and their congruence on avatar plausibility, sense of embodiment, spatial presence, and the Proteus effect. In a 2 × 2 between-subjects design, participants embodied either an avatar in sports- or business wear in a semantic congruent or incongruent environment while performing lightweight exercises in virtual reality. The avatar-environment congruence significantly affected the avatar’s plausibility but not the sense of embodiment or spatial presence. However, a significant Proteus effect emerged only for participants who reported a high feeling of (virtual) body ownership, indicating that a strong sense of having and owning a virtual body is key to facilitating the Proteus effect. We discuss the results assuming current theories of bottom-up and top-down determinants of the Proteus effect and thus contribute to understanding its underlying mechanisms and determinants.",,,mal2023impact,IEEE Transactions on Visualization and Computer Graphics,,10.1109/TVCG.2023.3247089,,,,,,,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Publication,https://www.bibsonomy.org/bibtex/2978a78549dc636606e7f12018a2b98f4/davidmal,"['ewolf', 'myown', 'vitras', 'dmal']",978a78549dc636606e7f12018a2b98f4,"The Impact of Avatar and Environment Congruence on Plausibility, Embodiment, Presence, and the Proteus Effect in Virtual Reality",davidmal,,2023-01-31 10:33:55,2023-03-09 11:01:07,4,https://downloads.hci.informatik.uni-wuerzburg.de/2023-ieeevr-avatar-and-environment-congruence-preprint.pdf,2a6c857d2e95e0cc389c220e21db1b88,article,,,,2023,"['David Mal', 'Erik Wolf', 'Nina Döllinger', 'Carolin Wienrich', 'Marc Erich Latoschik']","[{'first': 'David', 'last': 'Mal'}, {'first': 'Erik', 'last': 'Wolf'}, {'first': 'Nina', 'last': 'Döllinger'}, {'first': 'Carolin', 'last': 'Wienrich'}, {'first': 'Marc Erich', 'last': 'Latoschik'}]",,,1-11,,"Many studies show the significance of the Proteus effect for serious virtual reality applications. The present study extends the existing knowledge by considering the relationship (congruence) between the self-embodiment (avatar) and the virtual environment. We investigated the impact of avatar and environment types and their congruence on avatar plausibility, sense of embodiment, spatial presence, and the Proteus effect. In a 2 × 2 between-subjects design, participants embodied either an avatar in sports- or business wear in a semantic congruent or incongruent environment while performing lightweight exercises in virtual reality. The avatar-environment congruence significantly affected the avatar’s plausibility but not the sense of embodiment or spatial presence. However, a significant Proteus effect emerged only for participants who reported a high feeling of (virtual) body ownership, indicating that a strong sense of having and owning a virtual body is key to facilitating the Proteus effect. We discuss the results assuming current theories of bottom-up and top-down determinants of the Proteus effect and thus contribute to understanding its underlying mechanisms and determinants.",,,noauthororeditor2023impact,IEEE Transactions on Visualization and Computer Graphics (TVCG),,10.1109/TVCG.2023.3247089,,,,,,,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Publication,https://www.bibsonomy.org/bibtex/2b5294f24bc64b55e1a3106e440b9aa40/hci-uwb,"['myown', 'rhein', 'hci-uwb', 'c.wienrich', 'rebecca.hein', 'coteach']",b5294f24bc64b55e1a3106e440b9aa40,"Inter- and Transcultural Learning in Social Virtual Reality: A Proposal for an Inter- and Transcultural Virtual Object Database to be Used in the Implementation, Reflection, and Evaluation of Virtual Encounters",hci-uwb,,2022-06-28 13:43:43,2022-06-28 13:43:43,3,https://www.mdpi.com/2414-4088/6/7/50,3bfd3cfc6ed75b022e4d81672f38dfb0,article,,,,2022,"['Rebecca M. Hein', 'Marc Erich Latoschik', 'Carolin Wienrich']","[{'first': 'Rebecca M.', 'last': 'Hein'}, {'first': 'Marc Erich', 'last': 'Latoschik'}, {'first': 'Carolin', 'last': 'Wienrich'}]","['Lars Erik Holmquist Mark Billinghurst, Fotis Liarokapis', 'Mu-Chun Su']","[{'first': 'Lars Erik Holmquist', 'last': 'Mark Billinghurst, Fotis Liarokapis'}, {'first': 'Mu-Chun', 'last': 'Su'}]",50,,"Visual stimuli are frequently used to improve memory, language learning or perception, and understanding of metacognitive processes. However, in virtual reality (VR), there are few systematically and empirically derived databases. This paper proposes the first collection of virtual objects based on empirical evaluation for inter-and transcultural encounters between English- and German-speaking learners. We used explicit and implicit measurement methods to identify cultural associations and the degree of stereotypical perception for each virtual stimuli (n = 293) through two online studies, including native German and English-speaking participants. The analysis resulted in a final well-describable database of 128 objects (called InteractionSuitcase). In future applications, the objects can be used as a great interaction or conversation asset and behavioral measurement tool in social VR applications, especially in the field of foreign language education. For example, encounters can use the objects to describe their culture, or teachers can intuitively assess stereotyped attitudes of the encounters.",,,mti6070050,Multimodal Technologies and Interaction,2414-4088,10.3390/mti6070050,,,6,,7,,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Publication,https://www.bibsonomy.org/bibtex/2b5294f24bc64b55e1a3106e440b9aa40/mts.group,"['myown', 'rhein', 'hci-uwb', 'c.wienrich', 'rebecca.hein', 'coteach']",b5294f24bc64b55e1a3106e440b9aa40,"Inter- and Transcultural Learning in Social Virtual Reality: A Proposal for an Inter- and Transcultural Virtual Object Database to be Used in the Implementation, Reflection, and Evaluation of Virtual Encounters",mts.group,,2023-05-29 12:15:40,2023-05-29 12:15:40,3,https://www.mdpi.com/2414-4088/6/7/50,3bfd3cfc6ed75b022e4d81672f38dfb0,article,,,,2022,"['Rebecca M. Hein', 'Marc Erich Latoschik', 'Carolin Wienrich']","[{'first': 'Rebecca M.', 'last': 'Hein'}, {'first': 'Marc Erich', 'last': 'Latoschik'}, {'first': 'Carolin', 'last': 'Wienrich'}]","['Lars Erik Holmquist Mark Billinghurst, Fotis Liarokapis', 'Mu-Chun Su']","[{'first': 'Lars Erik Holmquist', 'last': 'Mark Billinghurst, Fotis Liarokapis'}, {'first': 'Mu-Chun', 'last': 'Su'}]",50,,"Visual stimuli are frequently used to improve memory, language learning or perception, and understanding of metacognitive processes. However, in virtual reality (VR), there are few systematically and empirically derived databases. This paper proposes the first collection of virtual objects based on empirical evaluation for inter-and transcultural encounters between English- and German-speaking learners. We used explicit and implicit measurement methods to identify cultural associations and the degree of stereotypical perception for each virtual stimuli (n = 293) through two online studies, including native German and English-speaking participants. The analysis resulted in a final well-describable database of 128 objects (called InteractionSuitcase). In future applications, the objects can be used as a great interaction or conversation asset and behavioral measurement tool in social VR applications, especially in the field of foreign language education. For example, encounters can use the objects to describe their culture, or teachers can intuitively assess stereotyped attitudes of the encounters.",,,mti6070050,Multimodal Technologies and Interaction,2414-4088,10.3390/mti6070050,,,6,,7,,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Publication,https://www.bibsonomy.org/bibtex/2bc8a617c7a28f48404a732f095070c7b/marcerich,"['myown', 'scive']",bc8a617c7a28f48404a732f095070c7b,Using Semantic Traversers to create persistent knowledge-based Virtual Reality applications,marcerich,,2012-05-03 15:56:47,2015-06-20 09:43:19,2,http://www.hci.uni-wuerzburg.de/download/using-semantic-traversers-GIVRAR08.pdf,d518c503aa2e39cd8759e4f4d023105e,inproceedings,"Virtuelle und Erweiterte Realität, 5. Workshop of the GI VR & AR special interest group",Shaker Verlag,,2008,"['Nils Peuser', 'Marc Erich Latoschik']","[{'first': 'Nils', 'last': 'Peuser'}, {'first': 'Marc Erich', 'last': 'Latoschik'}]",,,125-136,,"This article introduces the concept of Semantic Traversers (STs) and exemplarily 
illustrates its utilization inside a Virtual Reality (VR) platform for multimodal construction. The 
development of reusable and parameterizable routines which are based on the concept of 
Semantic Reflection is described. These routines work on the Knowledge Representation Layer 
(KRL) of a simulation framework to realize complex application logic and data flow concepts 
like field routing. The KRL is implemented by a functionally extended semantic network. The 
ST development in C++ preserves real-time capabilities while the abstract description of data 
structures and application logic realizes a persistent and platform-independent representation of 
programs. The advantages of traverser representation through Semantic Reflection are 
elaborated. Finally, an editing tool is presented that enables developers to visualize and modify 
the semantic networks which are used to describe the application.",,,Peuser:2008aa,,,,,,,,,,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Publication,https://www.bibsonomy.org/bibtex/2bc8a617c7a28f48404a732f095070c7b/hci-uwb,['myown'],bc8a617c7a28f48404a732f095070c7b,Using Semantic Traversers to create persistent knowledge-based Virtual Reality applications,hci-uwb,,2012-05-02 16:43:29,2019-05-13 20:59:40,2,https://downloads.hci.informatik.uni-wuerzburg.de/using-semantic-traversers-GIVRAR08.pdf,d518c503aa2e39cd8759e4f4d023105e,inproceedings,"Virtuelle und Erweiterte Realität, 5. Workshop of the GI VR & AR special interest group",Shaker Verlag,,2008,"['Nils Peuser', 'Marc Erich Latoschik']","[{'first': 'Nils', 'last': 'Peuser'}, {'first': 'Marc Erich', 'last': 'Latoschik'}]",,,125-136,,"This article introduces the concept of Semantic Traversers (STs) and exemplarily 
illustrates its utilization inside a Virtual Reality (VR) platform for multimodal construction. The 
development of reusable and parameterizable routines which are based on the concept of 
Semantic Reflection is described. These routines work on the Knowledge Representation Layer 
(KRL) of a simulation framework to realize complex application logic and data flow concepts 
like field routing. The KRL is implemented by a functionally extended semantic network. The 
ST development in C++ preserves real-time capabilities while the abstract description of data 
structures and application logic realizes a persistent and platform-independent representation of 
programs. The advantages of traverser representation through Semantic Reflection are 
elaborated. Finally, an editing tool is presented that enables developers to visualize and modify 
the semantic networks which are used to describe the application.",,,Peuser:2008aa,,,,,,,,,,,,,,,,vr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
